Yıl,İl Kodu,İl Adı,Genel toplam,Genel toplam,Genel toplam,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlkokul,İlkokul,İlköğretim,İlköğretim,İlköğretim,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksek lisans,Yüksek lisans,Yüksek lisans,Doktora,Doktora,Doktora,Bilinmeyen,Bilinmeyen,Bilinmeyen
,,,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın
2011,69,  Bayburt,69568,36614,32954,4513,654,3859,13406,6471,6935,15182,6393,8789,15693,8605,7088,2350,1634,716,12180,8761,3419,4257,3052,1205,180,128,52,36,24,12,1771,892,879
2011,70,  Karaman,211737,105123,106614,8936,1585,7351,39424,19300,20124,61290,25618,35672,46206,24575,21631,6732,4450,2282,31241,18367,12874,13786,8847,4939,661,448,213,165,109,56,3296,1824,1472
2011,71,  Kırıkkale,252584,126218,126366,11889,1517,10372,45050,20699,24351,54261,20038,34223,44938,23322,21616,16332,9987,6345,58198,36722,21476,18889,12237,6652,1137,787,350,279,195,84,1611,714,897
2011,72,  Batman,442921,222225,220696,36938,6997,29941,158274,72176,86098,51682,22695,28987,94138,53585,40553,10473,7026,3447,56858,39182,17676,19605,13905,5700,928,697,231,242,164,78,13783,5798,7985
2011,73,  Şırnak,377067,198820,178247,40144,7154,32990,147752,69004,78748,41016,22238,18778,76882,49582,27300,4847,3551,1296,38993,30607,8386,13773,9847,3926,688,487,201,141,98,43,12831,6252,6579
2011,74,  Bartın,173413,84750,88663,11634,2492,9142,32833,13949,18884,47637,20976,26661,37296,20630,16666,5234,3392,1842,23389,14320,9069,10700,6529,4171,521,352,169,148,104,44,4021,2006,2015
2011,75,  Ardahan,97476,51404,46072,7445,1359,6086,20988,10502,10486,23711,11390,12321,19566,11195,8371,3471,2383,1088,13551,9284,4267,4837,3162,1675,251,176,75,57,41,16,3599,1912,1687
2011,76,  Iğdır,164314,85128,79186,15490,2820,12670,50750,25317,25433,24420,13464,10956,31960,18447,13513,4586,3001,1585,22015,13326,8689,7892,4886,3006,446,292,154,104,75,29,6651,3500,3151
2011,77,  Yalova,189201,94119,95082,5262,862,4400,29544,13989,15555,43229,17779,25450,31537,17233,14304,10974,6180,4794,39538,21670,17868,17583,10326,7257,1177,747,430,223,151,72,10134,5182,4952
2011,78,  Karabük,204152,102551,101601,13532,2365,11167,33149,15182,17967,51686,21663,30023,35981,19776,16205,9645,6462,3183,38863,24090,14773,17149,10712,6437,849,574,275,280,210,70,3018,1517,1501
2011,79,  Kilis,108654,53923,54731,7062,1581,5481,27925,12789,15136,20891,9915,10976,26903,13645,13258,3888,2603,1285,14590,8701,5889,5576,3666,1910,253,166,87,105,77,28,1461,780,681
2011,80,  Osmaniye,429168,215286,213882,29484,5289,24195,94359,46469,47890,88028,37828,50200,79913,43991,35922,20222,12693,7529,77461,45391,32070,27725,17369,10356,1006,686,320,268,154,114,10702,5416,5286
2011,81,  Düzce,310930,154471,156459,14902,2324,12578,58596,26752,31844,80242,34295,45947,63221,34809,28412,11146,7163,3983,54743,32764,21979,20231,12260,7971,1034,673,361,370,249,121,6445,3182,3263
2012,,  Türkiye,67877379,33998532,33878847,2788757,475068,2313689,14058334,6491884,7566450,15220028,6606954,8613074,12669905,7119880,5550025,2849999,1736233,1113766,12096830,6951695,5145135,5913187,3400307,2512880,416741,245621,171120,122619,75746,46873,1740979,895144,845835
2012,1,  Adana,1896737,944049,952688,87429,14737,72692,418664,195326,223338,391384,170369,221015,353306,202415,150891,87057,50243,36814,356011,196968,159043,154990,88185,66805,8952,5165,3787,2762,1666,1096,36182,18975,17207
2012,2,  Adıyaman,522069,261342,260727,40787,7524,33263,131459,63199,68260,98496,43344,55152,119045,64675,54370,16840,11674,5166,77625,48082,29543,29650,19212,10438,1085,779,306,364,238,126,6718,2615,4103
2012,3,  Afyonkarahisar,636363,313778,322585,24069,3136,20933,124349,55869,68480,191974,79463,112511,122250,67199,55051,26993,18350,8643,100308,61150,39158,39743,24749,14994,2219,1441,778,714,482,232,3744,1939,1805
2012,4,  Ağrı,464978,242381,222597,41672,7479,34193,189219,88746,100473,66543,36648,29895,78564,52120,26444,7657,5596,2061,39175,28338,10837,15624,10228,5396,663,468,195,221,137,84,25640,12621,13019
2012,5,  Amasya,296187,145933,150254,12113,2246,9867,53512,24491,29021,83438,34492,48946,51915,27331,24584,12528,8195,4333,51401,30723,20678,23851,14905,8946,991,624,367,229,123,106,6209,2803,3406
2012,6,  Ankara,4512961,2243878,2269083,112563,15390,97173,698646,333152,365494,815976,313576,502400,702232,390073,312159,239604,136868,102736,1053645,567685,485960,666275,365988,300287,68040,38972,29068,21038,12379,8659,134942,69795,65147
2012,7,  Antalya,1870221,948086,922135,26320,4595,21725,352409,159632,192777,454192,203481,250711,342718,188948,153770,79025,47810,31215,352424,195150,157274,189360,106031,83329,9985,5880,4105,2783,1711,1072,61005,34848,26157
2012,8,  Artvin,155143,78063,77080,6764,1039,5725,24959,11034,13925,38358,14674,23684,26550,15139,11411,8014,5141,2873,32532,20535,11997,13100,8243,4857,615,389,226,121,78,43,4130,1791,2339
2012,9,  Aydın,924265,460519,463746,25769,4656,21113,169197,74445,94752,278605,129279,149326,169991,95677,74314,35118,21480,13638,147961,79433,68528,80477,45847,34630,3641,2151,1490,1260,764,496,12246,6787,5459
2012,10,  Balıkesir,1081036,540250,540786,34207,7085,27122,175645,81314,94331,339618,144711,194907,173927,98406,75521,48940,29882,19058,193090,110579,82511,96319,57330,38989,4611,2918,1693,1171,754,417,13508,7271,6237
2012,11,  Bilecik,188065,97243,90822,5257,935,4322,27206,13385,13821,54147,21400,32747,33258,18898,14360,8660,5699,2961,40815,24911,15904,16067,10430,5637,710,463,247,156,83,73,1789,1039,750
2012,12,  Bingöl,231950,118966,112984,21561,4358,17203,65439,29394,36045,37184,17015,20169,51272,30230,21042,5417,3764,1653,32911,22417,10494,12403,8697,3706,459,330,129,139,100,39,5165,2661,2504
2012,13,  Bitlis,288131,150079,138052,23219,4099,19120,104070,47058,57012,39814,19434,20380,59403,36479,22924,6660,4818,1842,34115,25110,9005,13967,10003,3964,539,388,151,133,83,50,6211,2607,3604
2012,14,  Bolu,259516,128735,130781,11337,1946,9391,40264,18735,21529,70581,29338,41243,44127,23423,20704,9644,6577,3067,54144,31752,22392,23147,13606,9541,1260,764,496,545,334,211,4467,2260,2207
2012,15,  Burdur,235727,115705,120022,8391,1266,7125,39155,17077,22078,75409,33107,42302,37991,20921,17070,9544,6402,3142,40871,22637,18234,19719,11680,8039,844,567,277,268,172,96,3535,1876,1659
2012,16,  Bursa,2433438,1213674,1219764,81741,13531,68210,405464,193864,211600,583750,237192,346558,463938,254177,209761,130410,75584,54826,476901,275108,201793,218350,125241,93109,12233,7303,4930,3189,1980,1209,57462,29694,27768
2012,17,  Çanakkale,461122,234025,227097,9785,2309,7476,71857,33550,38307,154107,65820,88287,71426,42023,29403,18200,11528,6672,83203,48081,35122,44503,25933,18570,2572,1496,1076,921,602,319,4548,2683,1865
2012,18,  Çankırı,170226,85091,85135,9910,1782,8128,29233,13292,15941,47173,19807,27366,30206,16073,14133,7917,5529,2388,31337,19525,11812,11392,7382,4010,659,439,220,175,127,48,2224,1135,1089
2012,19,  Çorum,485258,239228,246030,29591,6382,23209,101740,46166,55574,135467,60210,75257,95104,50500,44604,16720,11364,5356,65108,39406,25702,31226,19871,11355,1323,883,440,382,233,149,8597,4213,4384
2012,20,  Denizli,869758,431701,438057,18020,2895,15125,163227,70508,92719,250274,114101,136173,165542,91302,74240,35065,21930,13135,148956,80515,68441,74136,42127,32009,3463,2028,1435,1263,816,447,9812,5479,4333
2012,21,  Diyarbakır,1361117,686704,674413,119528,22010,97518,485697,217298,268399,167093,89602,77491,280176,164215,115961,28747,20150,8597,169148,109604,59544,70160,45217,24943,3294,2245,1049,1317,972,345,35957,15391,20566
2012,22,  Edirne,373674,190293,183381,13539,3087,10452,55521,26152,29369,116488,52661,63827,55744,32748,22996,17171,10801,6370,73928,41447,32481,33003,18578,14425,2208,1226,982,831,498,333,5241,3095,2146
2012,23,  Elazığ,509372,252147,257225,26914,5871,21043,122516,49248,73268,92886,35888,56998,96436,53173,43263,21390,14402,6988,92484,58481,34003,41032,26031,15001,2531,1608,923,1182,864,318,12001,6581,5420
2012,24,  Erzincan,199386,101108,98278,13760,2316,11444,35038,16619,18419,41816,17819,23997,36152,19803,16349,8462,5701,2761,40940,24815,16125,16516,10518,5998,1043,727,316,244,182,62,5415,2608,2807
2012,25,  Erzurum,690190,345858,344332,47905,8031,39874,173479,80668,92811,134172,55954,78218,125375,70345,55030,23248,15736,7512,112465,71990,40475,48213,30100,18113,3536,2224,1312,1735,1276,459,20062,9534,10528
2012,26,  Eskişehir,732145,363910,368235,18033,2651,15382,97710,45783,51927,173252,65031,108221,110638,58677,51961,38464,22853,15611,179768,105665,74103,85602,48562,37040,6198,3361,2837,2525,1483,1042,19955,9844,10111
2012,27,  Gaziantep,1533801,771466,762335,71504,9471,62033,431214,203039,228175,310201,134538,175663,364499,211843,152656,50919,32869,18050,190616,114541,76075,82703,50525,32178,4415,2812,1603,1490,961,529,26240,10867,15373
2012,28,  Giresun,390059,192111,197948,22763,4003,18760,83670,33391,50279,88065,43648,44417,65202,34417,30785,17204,11221,5983,69490,39927,29563,29715,18036,11679,1407,901,506,314,202,112,12229,6365,5864
2012,29,  Gümüşhane,123752,62585,61167,6401,1004,5397,24250,11190,13060,27106,11627,15479,22471,11449,11022,4851,3304,1547,24436,15386,9050,9102,5969,3133,392,287,105,163,122,41,4580,2247,2333
2012,30,  Hakkari,244608,136320,108288,20064,4108,15956,77698,36636,41062,24262,11508,12754,58999,38472,20527,4202,2863,1339,39588,29555,10033,11552,8939,2613,405,286,119,79,52,27,7759,3901,3858
2012,31,  Hatay,1304107,651338,652769,39442,8680,30762,339179,147327,191852,310336,145134,165202,259115,142199,116916,47674,28909,18765,190407,108597,81810,83272,49568,33704,3706,2327,1379,1253,776,477,29723,17821,11902
2012,32,  Isparta,382722,190128,192594,12854,2019,10835,61886,28136,33750,101848,42536,59312,60301,32740,27561,15919,10392,5527,81195,45737,35458,37235,22177,15058,2151,1344,807,1152,822,330,8181,4225,3956
2012,33,  Mersin,1515814,752600,763214,42136,7456,34680,334201,150273,183928,365952,162443,203509,279538,155142,124396,64024,37729,26295,266398,146446,119952,129277,74373,54904,5722,3407,2315,1677,981,696,26889,14350,12539
2012,34,  İstanbul,12457529,6248257,6209272,326470,50066,276404,2164026,1037669,1126357,2535405,1088883,1446522,2295795,1282583,1013212,604768,345577,259191,2494781,1345262,1149519,1332877,712477,620400,139001,78457,60544,33001,19442,13559,531405,287841,243564
2012,35,  İzmir,3681158,1834122,1847036,76019,13590,62429,592190,267528,324662,923722,402182,521540,627610,359917,267693,189002,106204,82798,751329,403352,347977,430123,230480,199643,28155,15119,13036,9739,5611,4128,53269,30139,23130
2012,36,  Kars,266896,138959,127937,20143,3358,16785,69361,33482,35879,52717,25833,26884,55421,33421,22000,8664,5711,2953,33844,21818,12026,14803,8782,6021,673,415,258,295,210,85,10975,5929,5046
2012,37,  Kastamonu,333540,163971,169569,28033,5558,22475,60887,26871,34016,99481,44852,54629,55257,29535,25722,12345,8950,3395,50381,31915,18466,21945,13434,8511,1040,643,397,267,164,103,3904,2049,1855
2012,38,  Kayseri,1136728,568592,568136,36981,4725,32256,230382,106264,124118,265251,109047,156204,218600,122656,95944,48898,30512,18386,211048,122651,88397,96408,58594,37814,5793,3453,2340,1901,1253,648,21466,9437,12029
2012,39,  Kırklareli,319615,164407,155208,9142,1822,7320,43204,20827,22377,92815,40880,51935,56015,32068,23947,16053,9421,6632,68283,39477,28806,28140,16380,11760,1396,852,544,228,153,75,4339,2527,1812
2012,40,  Kırşehir,202879,100676,102203,9484,1255,8229,36749,16712,20037,50778,20812,29966,35119,19427,15692,10086,6164,3922,41337,24357,16980,16477,10328,6149,854,562,292,227,152,75,1768,907,861
2012,41,  Kocaeli,1469722,743872,725850,42759,6650,36109,256666,122055,134611,302484,116843,185641,299590,164331,135259,71682,42783,28899,311910,185805,126105,138153,80939,57214,8135,4985,3150,2057,1204,853,36286,18277,18009
2012,42,  Konya,1840170,905222,934948,57182,8616,48566,377475,171905,205570,529745,215939,313806,367812,198071,169741,64578,43756,20822,264925,157287,107638,139808,87127,52681,8588,5660,2928,3285,2230,1055,26772,14631,12141
2012,43,  Kütahya,530831,262991,267840,16093,3070,13023,95571,42173,53398,159587,61385,98202,95619,52290,43329,21034,14358,6676,101191,63389,37802,36883,23340,13543,2033,1355,678,614,417,197,2206,1214,992
2012,44,  Malatya,686495,342073,344422,48908,8433,40475,137442,65443,71999,126977,52472,74505,129945,72939,57006,31534,19629,11905,134218,78391,55827,59123,35538,23585,2759,1841,918,1039,734,305,14550,6653,7897
2012,45,  Manisa,1233789,615966,617823,42729,7398,35331,229329,104885,124444,409501,185705,223796,227308,127586,99722,45142,28760,16382,183932,105094,78838,85247,50459,34788,3673,2230,1443,1082,676,406,5846,3173,2673
2012,46,  Kahramanmaraş,930264,471620,458644,60208,11544,48664,231019,109917,121102,198002,88981,109021,192323,106417,85906,33938,22110,11828,135283,84358,50925,53191,33766,19425,2651,1862,789,901,628,273,22748,12037,10711
2012,47,  Mardin,658587,330393,328194,69766,13211,56555,220465,101086,119379,88492,46071,42421,139885,79342,60543,14123,9669,4454,75882,51667,24215,27921,19117,8804,1113,798,315,225,148,77,20715,9284,11431
2012,48,  Muğla,774174,396288,377886,17559,3025,14534,118222,56140,62082,232466,107094,125372,128177,74025,54152,32333,19809,12524,142028,78469,63559,78079,43199,34880,4100,2401,1699,1214,763,451,19996,11363,8633
2012,49,  Muş,350209,179092,171117,33763,5867,27896,137437,63562,73875,43862,24129,19733,67301,41414,25887,6024,4383,1641,33846,24571,9275,12860,8839,4021,467,321,146,142,100,42,14507,5906,8601
2012,50,  Nevşehir,258354,127131,131223,10680,1214,9466,47960,21954,26006,72833,30917,41916,51730,27908,23822,12343,7898,4445,42073,24800,17273,17749,10736,7013,848,543,305,244,157,87,1894,1004,890
2012,51,  Niğde,304380,151678,152702,14217,1642,12575,65016,30547,34469,81790,37128,44662,63416,35148,28268,11485,7340,4145,45529,26381,19148,19468,11490,7978,1191,758,433,422,298,124,1846,946,900
2012,52,  Ordu,680591,339424,341167,50119,10228,39891,146477,64176,82301,163987,81719,82268,120444,64082,56362,30286,19419,10867,107226,63781,43445,42531,25411,17120,1748,1091,657,580,359,221,17193,9158,8035
2012,53,  Rize,298335,147139,151196,12491,1341,11150,54520,22277,32243,68526,29305,39221,57181,31764,25417,12856,8553,4303,58576,34481,24095,24345,14426,9919,1214,767,447,323,233,90,8303,3992,4311
2012,54,  Sakarya,819680,408873,410807,30592,4725,25867,141878,67453,74425,214293,88172,126121,156912,84000,72912,37951,24499,13452,155478,91570,63908,60363,36375,23988,3895,2494,1401,1298,893,405,17020,8692,8328
2012,55,  Samsun,1144743,562207,582536,40113,7643,32470,250464,109479,140985,297639,136373,161266,217676,117024,100652,42432,26107,16325,182371,101751,80620,88883,50551,38332,4539,2680,1859,1844,1185,659,18782,9414,9368
2012,56,  Siirt,262858,136354,126504,26833,4915,21918,95362,44244,51118,29308,14304,15004,57977,35274,22703,4924,3548,1376,30933,22983,7950,12448,8714,3734,518,407,111,142,90,52,4413,1875,2538
2012,57,  Sinop,186895,92152,94743,10530,2335,8195,36274,16072,20202,57099,25989,31110,33417,18052,15365,6684,4567,2117,25691,14954,10737,13641,8261,5380,527,307,220,150,93,57,2882,1522,1360
2012,58,  Sivas,564977,281597,283380,35784,5933,29851,111612,52937,58675,126118,54639,71479,104198,56129,48069,24120,15258,8862,103362,62959,40403,42896,25860,17036,1980,1282,698,944,629,315,13963,5971,7992
2012,59,  Tekirdağ,776582,400668,375914,15162,3127,12035,129777,61557,68220,191072,82088,108984,158405,88835,69570,37650,21961,15689,158543,93890,64653,63217,35994,27223,3518,2115,1403,770,485,285,18468,10616,7852
2012,60,  Tokat,561241,277466,283775,19248,3953,15295,136459,60326,76133,147001,63349,83652,107133,56734,50399,21584,14270,7314,83083,50492,32591,37177,23464,13713,1900,1243,657,600,416,184,7056,3219,3837
2012,61,  Trabzon,694745,342292,352453,36278,4745,31533,128358,55885,72473,148650,64258,84392,116786,63343,53443,30018,18689,11329,145751,84380,61371,66750,39609,27141,3678,2179,1499,1459,991,468,17017,8213,8804
2012,62,  Tunceli,81272,47430,33842,6222,1319,4903,11202,5626,5576,13867,6675,7192,16311,11741,4570,2970,1996,974,20003,13441,6562,7654,4723,2931,339,211,128,72,50,22,2632,1648,984
2012,63,  Şanlıurfa,1444765,719211,725554,142586,23656,118930,581700,264797,316903,181016,95581,85435,279077,177908,101169,22997,16431,6566,114700,78531,36169,50601,33339,17262,2330,1607,723,1053,744,309,68705,26617,42088
2012,64,  Uşak,314361,155520,158841,10378,1593,8785,58679,25676,33003,87593,37766,49827,64617,35972,28645,13092,8565,4527,52724,29814,22910,23843,14167,9676,1156,716,440,315,208,107,1964,1043,921
2012,65,  Van,889498,455047,434451,77684,14906,62778,347938,158569,189369,119934,62904,57030,178964,111516,67448,14561,10104,4457,88136,60888,27248,33466,22755,10711,1625,1139,486,748,560,188,26442,11706,14736
2012,66,  Yozgat,409071,203893,205178,20881,3954,16927,84860,40109,44751,112883,48249,64634,74397,39212,35185,15673,10402,5271,63528,40371,23157,21854,14221,7633,1017,677,340,315,206,109,13663,6492,7171
2012,67,  Zonguldak,558453,274725,283728,35898,4976,30922,91826,41401,50425,147446,61074,86372,104031,60934,43097,23379,14749,8630,102716,61970,40746,40913,23296,17617,2003,1188,815,573,346,227,9668,4791,4877
2012,68,  Aksaray,335763,166313,169450,18851,2610,16241,71605,34144,37461,90396,39649,50747,73145,39843,33302,12474,8126,4348,44999,27336,17663,18939,11529,7410,926,614,312,331,209,122,4097,2253,1844
2012,69,  Bayburt,68640,35775,32865,4070,551,3519,13133,6330,6803,14911,6241,8670,15608,8336,7272,2349,1637,712,12338,8628,3710,4538,3173,1365,223,170,53,35,22,13,1435,687,748
2012,70,  Karaman,213112,105417,107695,6420,1138,5282,40773,19278,21495,60728,25275,35453,47432,25196,22236,6720,4429,2291,32377,18557,13820,15107,9494,5613,690,463,227,164,109,55,2701,1478,1223
2012,71,  Kırıkkale,252633,126034,126599,11204,1381,9823,43877,19989,23888,53434,19517,33917,43634,22345,21289,16296,9963,6333,61202,38364,22838,19946,12809,7137,1117,773,344,268,186,82,1655,707,948
2012,72,  Batman,452001,226924,225077,35336,6574,28762,159362,72187,87175,51292,22340,28952,101921,57637,44284,10510,7065,3445,57029,39175,17854,22897,15958,6939,964,719,245,235,161,74,12455,5108,7347
2012,73,  Şırnak,387563,203556,184007,39183,6748,32435,150826,70170,80656,40681,22002,18679,85888,54443,31445,4831,3552,1279,38439,29900,8539,15276,10739,4537,639,466,173,121,85,36,11679,5451,6228
2012,74,  Bartın,174690,85828,88862,10176,2266,7910,33067,13692,19375,47038,20573,26465,38436,21548,16888,5251,3406,1845,24774,15030,9744,11485,6931,4554,568,390,178,153,111,42,3742,1881,1861
2012,75,  Ardahan,96889,50856,46033,7189,1268,5921,20428,10118,10310,23437,11197,12240,20057,11510,8547,3452,2371,1081,13249,8973,4276,5507,3516,1991,259,178,81,53,37,16,3258,1688,1570
2012,76,  Iğdır,165476,85752,79724,14832,2669,12163,50784,25146,25638,24199,13302,10897,34044,19747,14297,4523,2968,1555,21640,13078,8562,8865,5350,3515,446,288,158,100,71,29,6043,3133,2910
2012,77,  Yalova,193566,96745,96821,4835,798,4037,29977,14085,15892,43342,17635,25707,33703,18796,14907,11065,6194,4871,40498,22179,18319,19394,11359,8035,1300,821,479,231,159,72,9221,4719,4502
2012,78,  Karabük,209775,106022,103753,12832,2156,10676,32446,14728,17718,51180,21424,29756,37014,20498,16516,9694,6509,3185,43168,26440,16728,19496,12088,7408,870,579,291,302,224,78,2773,1376,1397
2012,79,  Kilis,108836,54347,54489,6237,1315,4922,28252,12974,15278,20909,9926,10983,27527,13899,13628,3889,2610,1279,14512,8913,5599,6139,4009,2130,280,181,99,116,84,32,975,436,539
2012,80,  Osmaniye,435904,219017,216887,28215,4993,23222,95937,46853,49084,87104,36920,50184,82676,46106,36570,20300,12716,7584,78985,46090,32895,31486,19475,12011,1048,712,336,265,158,107,9888,4994,4894
2012,81,  Düzce,315246,157344,157902,13094,2111,10983,59307,26589,32718,79070,33505,45565,66960,37146,29814,11148,7171,3977,55583,33436,22147,22594,13405,9189,1082,706,376,380,249,131,6028,3026,3002
2013,,  Türkiye,68735145,34421110,34314035,2654643,449328,2205315,14053831,6459316,7594515,14994232,6454722,8539510,13018720,7317838,5700882,2828299,1720425,1107874,12085335,6976694,5108641,6706780,3762530,2944250,532757,313397,219360,154180,93407,60773,1706368,873453,832915
2013,1,  Adana,1914463,954160,960303,84011,14150,69861,419406,195222,224184,384986,166132,218854,362663,208606,154057,86095,49555,36540,353256,197518,155738,175254,96734,78520,9991,5780,4211,2941,1749,1192,35860,18714,17146
2013,2,  Adıyaman,524231,262484,261747,39496,7176,32320,129338,61904,67434,96615,42263,54352,120358,65821,54537,16647,11523,5124,77191,47486,29705,36082,22297,13785,1453,1070,383,459,308,151,6592,2636,3956
2013,3,  Afyonkarahisar,639275,316085,323190,22840,2925,19915,122198,54934,67264,188581,77463,111118,127763,70480,57283,26664,18109,8555,97988,60175,37813,45137,27325,17812,3000,1880,1120,908,602,306,4196,2192,2004
2013,4,  Ağrı,463583,240982,222601,39861,7112,32749,187443,87648,99795,64713,35593,29120,81466,52943,28523,7454,5470,1984,39296,27849,11447,18341,11893,6448,869,624,245,244,151,93,23896,11699,12197
2013,5,  Amasya,296332,146419,149913,11335,2088,9247,52164,23732,28432,82279,33731,48548,53185,27982,25203,12320,8047,4273,49837,30124,19713,27502,17009,10493,1355,832,523,302,164,138,6053,2710,3343
2013,6,  Ankara,4579959,2270823,2309136,107207,14691,92516,703626,333901,369725,806008,306236,499772,710545,390533,320012,237383,135271,102112,1046749,566764,479985,721875,389637,332238,86401,49561,36840,28853,16635,12218,131312,67594,63718
2013,7,  Antalya,1918729,973698,945031,25748,4536,21212,355957,161624,194333,449695,199845,249850,358055,198497,159558,79253,47836,31417,360848,201373,159475,212628,116375,96253,11887,6936,4951,3434,2031,1403,61224,34645,26579
2013,8,  Artvin,157326,79168,78158,6177,938,5239,24834,10777,14057,38237,14450,23787,26619,15292,11327,8111,5190,2921,33102,20904,12198,15274,9246,6028,768,486,282,192,124,68,4012,1761,2251
2013,9,  Aydın,934731,466763,467968,24715,4470,20245,167595,73644,93951,274839,126564,148275,174373,99086,75287,35061,21375,13686,149846,81083,68763,89391,49966,39425,4784,2741,2043,1515,904,611,12612,6930,5682
2013,10,  Balıkesir,1081570,539862,541708,31362,6511,24851,172582,79260,93322,334777,141788,192989,176508,98811,77697,48729,29759,18970,190522,110081,80441,106528,62092,44436,5601,3491,2110,1483,929,554,13478,7140,6338
2013,11,  Bilecik,192156,100266,91890,5026,907,4119,27446,13602,13844,53525,20951,32574,35159,20364,14795,8649,5692,2957,41226,25656,15570,18009,11249,6760,1003,631,372,237,137,100,1876,1077,799
2013,12,  Bingöl,234996,120162,114834,20775,4113,16662,64698,28836,35862,36887,16851,20036,52790,30868,21922,5398,3733,1665,33097,22248,10849,15568,10383,5185,814,607,207,184,135,49,4785,2388,2397
2013,13,  Bitlis,288562,149264,139298,22337,3890,18447,102809,46102,56707,39143,19019,20124,60497,36257,24240,6625,4807,1818,34210,24892,9318,16215,11281,4934,756,552,204,153,98,55,5817,2366,3451
2013,14,  Bolu,261324,129240,132084,10902,1843,9059,39853,18491,21362,70238,28990,41248,44434,23212,21222,9641,6560,3081,53208,31509,21699,25937,14834,11103,1920,1126,794,697,434,263,4494,2241,2253
2013,15,  Burdur,238357,117323,121034,7980,1223,6757,38431,16816,21615,74582,32515,42067,39470,21722,17748,9512,6367,3145,41294,23045,18249,21987,12761,9226,1152,748,404,353,229,124,3596,1897,1699
2013,16,  Bursa,2475467,1236127,1239340,78163,12924,65239,409292,194984,214308,574846,230906,343940,479188,263635,215553,129750,74993,54757,482124,280937,201187,245613,136901,108712,15638,9168,6470,4015,2417,1598,56838,29262,27576
2013,17,  Çanakkale,468844,237679,231165,9194,2160,7034,71190,33085,38105,152481,64609,87872,70258,41308,28950,18246,11508,6738,88176,50264,37912,50158,29427,20731,3560,2055,1505,1013,653,360,4568,2610,1958
2013,18,  Çankırı,176371,88100,88271,9693,1710,7983,29155,13259,15896,48850,20447,28403,32025,17075,14950,8294,5787,2507,30859,19131,11728,13875,8643,5232,890,596,294,221,158,63,2509,1294,1215
2013,19,  Çorum,487079,240761,246318,28025,5918,22107,99250,44760,54490,133728,58953,74775,98096,52807,45289,16581,11247,5334,63967,39098,24869,36210,22136,14074,1836,1180,656,492,303,189,8894,4359,4535
2013,20,  Denizli,881660,438289,443371,16806,2782,14024,162383,70038,92345,246966,111758,135208,172753,95484,77269,34936,21808,13128,150018,81622,68396,81179,45385,35794,5062,2908,2154,1594,989,605,9963,5515,4448
2013,21,  Diyarbakır,1374264,690413,683851,115309,21025,94284,485766,215737,270029,164544,87853,76691,287077,167091,119986,28415,19923,8492,168308,108208,60100,85132,52292,32840,4218,2903,1315,1412,1047,365,34083,14334,19749
2013,22,  Edirne,372277,188111,184166,12864,2914,9950,54271,25316,28955,114559,51432,63127,54749,31617,23132,17005,10712,6293,72615,40152,32463,37380,20982,16398,2866,1592,1274,1055,616,439,4913,2778,2135
2013,23,  Elazığ,514957,254592,260365,25443,5531,19912,122086,48602,73484,92299,35310,56989,98118,54406,43712,21363,14356,7007,91725,57979,33746,47411,28863,18548,3412,2190,1222,1500,1046,454,11600,6309,5291
2013,24,  Erzincan,201039,101875,99164,13077,2200,10877,34231,15928,18303,41407,17561,23846,35776,19520,16256,8356,5634,2722,40580,24438,16142,20551,12839,7712,1473,1006,467,318,235,83,5270,2514,2756
2013,25,  Erzurum,680004,339261,340743,45547,7516,38031,167640,77469,90171,130505,54026,76479,126557,70277,56280,22735,15386,7349,108412,68662,39750,54376,33404,20972,3948,2495,1453,1841,1312,529,18443,8714,9729
2013,26,  Eskişehir,739738,368054,371684,17325,2551,14774,97220,45492,51728,170974,63532,107442,112877,59941,52936,38348,22730,15618,174068,103372,70696,97657,54421,43236,8306,4487,3819,3506,1978,1528,19457,9550,9907
2013,27,  Gaziantep,1571523,791255,780268,69132,9092,60040,437146,205277,231869,307027,132183,174844,382219,222312,159907,50518,32618,17900,193174,115872,77302,97459,57455,40004,6358,4140,2218,1794,1142,652,26696,11164,15532
2013,28,  Giresun,395148,194615,200533,21661,3787,17874,82718,32418,50300,88945,43855,45090,65984,35056,30928,17389,11369,6020,69889,40147,29742,34172,20182,13990,1811,1142,669,450,284,166,12129,6375,5754
2013,29,  Gümüşhane,129786,65753,64033,6292,944,5348,24162,11019,13143,27886,11873,16013,23183,11906,11277,5092,3476,1616,26786,16736,10050,10965,6958,4007,638,432,206,225,164,61,4557,2245,2312
