Yıl,İl Kodu,İl Adı,Genel toplam,Genel toplam,Genel toplam,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,Okuma yazma bilen fakat bir okul bitirmeyen,İlkokul,İlkokul,İlkokul,İlköğretim,İlköğretim,İlköğretim,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Ortaokul ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Lise ve dengi meslek,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksekokul veya fakülte,Yüksek lisans,Yüksek lisans,Yüksek lisans,Doktora,Doktora,Doktora,Bilinmeyen,Bilinmeyen,Bilinmeyen
,,,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın,Toplam,Erkek,Kadın
2016,54,  Sakarya,874182,437535,436647,26499,3785,22714,78157,34349,43808,263302,112779,150523,104500,57165,47335,107460,60768,46692,186754,108823,77931,93796,51949,41847,6389,3962,2427,1954,1306,648,5371,2649,2722
2016,55,  Samsun,1179351,580880,598471,32942,5802,27140,149133,57581,91552,356935,166119,190816,138244,77955,60289,135492,73850,61642,213117,116408,96709,138258,74633,63625,7682,4451,3231,2380,1465,915,5168,2616,2552
2016,56,  Siirt,275314,142136,133178,23732,4010,19722,53238,22001,31237,69698,34088,35610,38043,22946,15097,30163,17846,12317,35214,24330,10884,22659,15479,7180,870,670,200,239,176,63,1458,590,868
2016,57,  Sinop,189866,93945,95921,9021,1833,7188,21439,8568,12871,65024,30071,34953,22286,12496,9790,20463,11458,9005,28810,16517,12293,20451,11685,8766,918,561,357,302,178,124,1152,578,574
2016,58,  Sivas,564742,280543,284199,32328,4847,27481,59718,25873,33845,154674,69114,85560,61573,33947,27626,69259,38504,30755,114485,67224,47261,61734,35539,26195,3089,1993,1096,1213,767,446,6669,2735,3934
2016,59,  Tekirdağ,882847,454015,428832,14604,2775,11829,83403,36472,46931,247370,109518,137852,128757,73389,55368,108552,59750,48802,187566,111244,76322,100019,53990,46029,5903,3344,2559,1334,815,519,5339,2718,2621
2016,60,  Tokat,552464,273395,279069,16996,3273,13723,77214,30340,46874,170177,74221,95956,65390,35638,29752,66244,37705,28539,95236,55621,39615,55567,33242,22325,3015,1985,1030,903,579,324,1722,791,931
2016,61,  Trabzon,712175,350869,361306,32538,4036,28502,75906,29058,46848,181566,81430,100136,65594,37750,27844,83907,46257,37650,164862,92057,72805,95609,53505,42104,5920,3529,2391,2162,1360,802,4111,1887,2224
2016,62,  Tunceli,76513,42205,34308,5405,978,4427,6319,2592,3727,15918,7839,8079,8936,6496,2440,7502,4258,3244,18855,11964,6891,12185,7261,4924,545,317,228,113,73,40,735,427,308
2016,63,  Şanlıurfa,1590524,796960,793564,146882,22448,124434,373293,152814,220479,432943,217679,215264,206435,136812,69623,173631,105587,68044,149079,96503,52576,92443,57941,34502,4121,2943,1178,1102,764,338,10595,3469,7126
2016,64,  Uşak,324316,160695,163621,7699,1134,6565,34457,13201,21256,100151,44469,55682,47477,26889,20588,36341,20043,16298,59852,33510,26342,34223,19112,15111,1908,1141,767,572,364,208,1636,832,804
2016,65,  Van,935714,477521,458193,66350,11496,54854,209882,84754,125128,249862,125204,124658,126069,82523,43546,104998,61064,43934,107955,68478,39477,61625,39636,21989,2955,2130,825,907,644,263,5111,1592,3519
2016,66,  Yozgat,380684,189844,190840,17429,2969,14460,45140,19810,25330,123713,53607,70106,41405,22238,19167,44713,25293,19420,65771,40944,24827,32852,20064,12788,1568,1080,488,438,282,156,7655,3557,4098
2016,67,  Zonguldak,552740,271954,280786,31228,3959,27269,50875,20061,30814,167416,72614,94802,63667,38675,24992,64157,35646,28511,111427,66420,45007,57723,31247,26476,3138,1785,1353,853,501,352,2256,1046,1210
2016,68,  Aksaray,348434,172322,176112,16012,2044,13968,40141,17891,22250,111235,49931,61304,50936,28470,22466,41135,22976,18159,54377,31292,23085,29145,16535,12610,1866,1247,619,540,332,208,3047,1604,1443
2016,69,  Bayburt,82186,42090,40096,3937,479,3458,8146,3478,4668,22267,9719,12548,10331,5288,5043,9706,5706,4000,18484,11493,6991,7992,5162,2830,429,295,134,127,86,41,767,384,383
2016,70,  Karaman,221421,109616,111805,5557,961,4596,21396,9492,11904,71493,31260,40233,33237,18424,14813,26156,13947,12209,37386,20299,17087,23273,13522,9751,1218,785,433,276,180,96,1429,746,683
2016,71,  Kırıkkale,252604,126858,125746,9275,1033,8242,22295,8976,13319,63025,24815,38210,25199,12839,12360,33895,18466,15429,66259,40844,25415,29741,18072,11669,1733,1193,540,377,263,114,805,357,448
2016,72,  Batman,492327,247405,244922,32913,5580,27333,90949,36952,53997,120982,56789,64193,68151,38979,29172,62315,35263,27052,68744,44011,24733,41601,26477,15124,1728,1314,414,337,239,98,4607,1801,2806
2016,73,  Şırnak,406437,211714,194723,35149,5508,29641,83405,34868,48537,105136,54023,51113,58047,37147,20900,49306,27885,21421,43617,31530,12087,25564,17788,7776,788,593,195,141,103,38,5284,2269,3015
2016,74,  Bartın,178767,87921,90846,8551,1767,6784,20260,7050,13210,54266,24855,29411,27877,16086,11791,18520,9840,8680,30254,17523,12731,16817,9527,7290,1023,645,378,259,171,88,940,457,483
2016,75,  Ardahan,89437,46316,43121,6081,993,5088,9423,4261,5162,27227,12968,14259,11041,6427,4614,11735,6820,4915,14539,9332,5207,7879,4745,3134,392,258,134,124,86,38,996,426,570
2016,76,  Iğdır,166904,85670,81234,12925,2177,10748,28396,13140,15256,41586,22064,19522,22370,13816,8554,21299,11747,9552,23021,13368,9653,14207,7820,6387,650,400,250,134,93,41,2316,1045,1271
2016,77,  Yalova,212187,105537,106650,4822,770,4052,18198,7786,10412,55866,23721,32145,21995,12608,9387,27922,15130,12792,47977,25994,21983,29942,16554,13388,2240,1329,911,393,256,137,2832,1389,1443
2016,78,  Karabük,222979,111717,111262,11054,1640,9414,18164,7230,10934,58736,25693,33043,22330,12505,9825,24755,13852,10903,56389,32170,24219,28790,16909,11881,1737,1106,631,542,394,148,482,218,264
2016,79,  Kilis,114859,57551,57308,5164,1030,4134,15377,6668,8709,30236,14340,15896,19340,10251,9089,14428,8127,6301,18930,10228,8702,10170,6236,3934,486,332,154,152,107,45,576,232,344
2016,80,  Osmaniye,465736,235147,230589,24837,4161,20676,53579,24822,28757,122470,54270,68200,52134,30345,21789,62043,35392,26651,92925,53147,39778,51703,29821,21882,2083,1407,676,363,224,139,3599,1558,2041
2016,81,  Düzce,336180,168171,168009,11347,1684,9663,33696,13415,20281,95638,41884,53754,46189,26430,19759,39795,21920,17875,69521,40579,28942,35827,19855,15972,1901,1169,732,658,439,219,1608,796,812
2017,,  Türkiye,72188121,36131973,36056148,2336847,359534,1977313,7910619,3307624,4602995,19546890,8689038,10857852,8691859,5032195,3659664,8823751,4902536,3921215,13965346,7921660,6043686,9246040,5014099,4231941,890437,503452,386985,203811,121250,82561,572521,280585,291936
2017,1,  Adana,1979158,987504,991654,73721,11529,62192,232691,99708,132983,522033,233607,288426,232790,140778,92012,255349,140190,115159,390341,215379,174962,236103,126731,109372,19402,10837,8565,3926,2278,1648,12802,6467,6335
2017,2,  Adıyaman,539291,270553,268738,35228,5683,29545,69008,31295,37713,141825,64604,77221,72751,40734,32017,73198,41603,31595,86333,50586,35747,54102,31739,22363,3537,2501,1036,753,524,229,2556,1284,1272
2017,3,  Afyonkarahisar,645565,318330,327235,17850,2034,15816,66035,26606,39429,216622,90674,125948,86734,47800,38934,77903,45155,32748,109780,65109,44671,60304,34935,25369,5226,3185,2041,1294,870,424,3817,1962,1855
2017,4,  Ağrı,453404,235405,217999,34498,5614,28884,101011,43911,57100,132440,68318,64122,52554,36500,16054,53906,31571,22335,44381,29388,14993,26991,16315,10676,1657,1216,441,364,248,116,5602,2324,3278
2017,5,  Amasya,303440,150691,152749,9927,1708,8219,29359,11995,17364,93058,39712,53346,33569,18071,15498,38293,20743,17550,58356,34329,24027,36616,21712,14904,2406,1464,942,531,318,213,1325,639,686
2017,6,  Ankara,4905217,2428678,2476539,97004,12026,84978,387765,171024,216741,1076359,442707,633652,433982,243166,190816,601296,324461,276835,1163619,626527,537092,940790,499691,441099,129315,69861,59454,33979,19074,14905,41108,20141,20967
2017,7,  Antalya,2098539,1063865,1034674,24998,4059,20939,207772,85864,121908,565857,256691,309166,250479,144055,106424,250351,138035,112316,444471,248230,196241,303113,159660,143453,22813,12480,10333,4857,2889,1968,23828,11902,11926
2017,8,  Artvin,154281,77617,76664,5499,804,4695,13275,4949,8326,41639,16382,25257,15035,9031,6004,19946,11130,8816,36870,22487,14383,19723,11516,8207,1351,844,507,360,239,121,583,235,348
2017,9,  Aydın,990067,493775,496292,20366,3327,17039,98345,38831,59514,311239,142338,168901,122397,71789,50608,109552,60268,49284,183268,99036,84232,125455,67551,57904,9057,5108,3949,2172,1284,888,8216,4243,3973
2017,10,  Balıkesir,1117457,557651,559806,24820,4759,20061,97786,40787,56999,365893,156681,209212,115190,66626,48564,127836,70063,57773,219189,124345,94844,146519,83094,63425,9874,5836,4038,2016,1265,751,8334,4195,4139
2017,11,  Bilecik,202311,106621,95690,3929,666,3263,14168,6395,7773,59705,24773,34932,24204,14540,9664,24362,13761,10601,48039,29713,18326,25168,15155,10013,1670,1007,663,366,223,143,700,388,312
2017,12,  Bingöl,241878,122945,118933,16814,3090,13724,36529,14559,21970,57841,26909,30932,33288,19390,13898,28651,16248,12403,41785,25652,16133,23690,15002,8688,1616,1200,416,364,264,100,1300,631,669
2017,13,  Bitlis,293704,151776,141928,18705,3028,15677,54684,21704,32980,77429,36774,40655,40557,23709,16848,36684,22549,14135,38531,26511,12020,24058,15762,8296,1434,1055,379,335,229,106,1287,455,832
2017,14,  Bolu,277463,137211,140252,9124,1368,7756,22810,9693,13117,80178,34347,45831,28890,15065,13825,30060,16673,13387,65365,37355,28010,35321,19455,15866,3190,1834,1356,1072,670,402,1453,751,702
2017,15,  Burdur,245312,122935,122377,6436,937,5499,20946,8041,12905,80969,35705,45264,26400,15206,11194,27998,15601,12397,48208,27434,20774,29774,17315,12459,2274,1462,812,683,421,262,1624,813,811
2017,16,  Bursa,2650545,1323581,1326964,67064,9992,57072,231673,102286,129387,715843,301296,414547,334117,185766,148351,343816,187288,156528,563998,325378,238620,344340,184771,159569,26652,14926,11726,4875,2903,1972,18167,8975,9192
2017,17,  Çanakkale,492169,249106,243063,7227,1603,5624,42399,18062,24337,162467,70129,92338,47246,28806,18440,51317,28012,23305,101557,57397,44160,70087,39612,30475,5777,3184,2593,1732,1047,685,2360,1254,1106
2017,18,  Çankırı,168601,84480,84121,7656,1202,6454,15680,6394,9286,51269,22018,29251,19949,10889,9060,19968,11568,8400,33642,20122,13520,17597,10597,7000,1402,885,517,385,253,132,1053,552,501
2017,19,  Çorum,477346,235319,242027,23692,4553,19139,55639,22415,33224,149818,67639,82179,60353,33324,27029,57230,31632,25598,76589,44362,32227,46702,27178,19524,3419,2154,1265,779,498,281,3125,1564,1561
2017,20,  Denizli,928995,461477,467518,13934,2086,11848,90971,34738,56233,281349,127478,153871,118129,66845,51284,109890,60180,49710,183569,100199,83370,113876,60437,53439,8606,4906,3700,2177,1295,882,6494,3313,3181
2017,21,  Diyarbakır,1452622,730219,722403,107498,18363,89135,294071,115848,178223,345246,174544,170702,187357,114273,73084,175498,100649,74849,196383,119857,76526,130090,76439,53651,10079,6908,3171,1794,1302,492,4606,2036,2570
2017,22,  Edirne,379891,192684,187207,10343,2259,8084,30796,13332,17464,121960,54937,67023,38392,23017,15375,39930,22548,17382,83111,46335,36776,47798,26201,21597,4269,2294,1975,1492,831,661,1800,930,870
2017,23,  Elazığ,528889,262282,266607,22539,4419,18120,72986,24629,48357,126901,52002,74899,57486,32915,24571,67046,38835,28211,106853,65269,41584,63638,37346,26292,6442,4004,2438,1832,1266,566,3166,1597,1569
2017,24,  Erzincan,209621,107226,102395,10612,1666,8946,19742,8015,11727,50712,22333,28379,22562,12854,9708,24959,14085,10874,47753,28645,19108,28113,16604,11509,2177,1418,759,703,495,208,2288,1111,1177
2017,25,  Erzurum,675294,335345,339949,38247,5759,32488,84318,35513,48805,184939,79037,105902,74959,41895,33064,82182,48434,33748,125738,75242,50496,69539,41242,28297,7364,4361,3003,2591,1733,858,5417,2129,3288
2017,26,  Eskişehir,786035,390445,395590,15136,2038,13098,53959,23448,30511,204015,79769,124246,71877,38041,33836,92521,50259,42262,199238,116688,82550,125236,67605,57631,12859,6774,6085,4115,2277,1838,7079,3546,3533
2017,27,  Gaziantep,1712379,861603,850776,62896,7255,55641,244966,107902,137064,486116,215102,271014,284558,171486,113072,218167,124148,94019,242231,139007,103224,145131,80946,64185,12302,7772,4530,2378,1462,916,13634,6523,7111
2017,28,  Giresun,405293,200524,204769,20548,3237,17311,51366,17059,34307,108032,53338,54694,40001,22262,17739,50067,28205,21862,81066,46137,34929,46819,26149,20670,3110,1867,1243,871,539,332,3413,1731,1682
2017,29,  Gümüşhane,155725,78725,77000,5729,780,4949,17857,7666,10191,35087,15504,19583,15174,7878,7296,15973,9260,6713,33467,19825,13642,17345,9888,7457,1148,724,424,385,274,111,13560,6926,6634
2017,30,  Hakkari,242871,131715,111156,15899,3080,12819,42291,17058,25233,51689,25409,26280,36373,23518,12855,28811,16150,12661,42927,30061,12866,21099,14530,6569,865,660,205,148,97,51,2769,1152,1617
2017,31,  Hatay,1389723,694826,694897,30884,6476,24408,199923,77606,122317,419217,198169,221048,175319,98823,76496,180830,99736,81094,218572,122019,96553,139284,77288,61996,9137,5635,3502,1774,1113,661,14783,7961,6822
2017,32,  Isparta,397222,199545,197677,10331,1456,8875,33127,13656,19471,112403,48155,64248,40435,23256,17179,45596,24969,20627,90812,51069,39743,54670,31400,23270,5056,2889,2167,2009,1342,667,2783,1353,1430
2017,33,  Mersin,1607181,798915,808266,36332,6066,30266,191377,76716,114661,461822,208552,253270,185829,108024,77805,199544,109160,90384,303603,167579,136024,199755,107043,92712,13749,7847,5902,2611,1511,1100,12559,6417,6142
2017,34,  İstanbul,13331306,6670960,6660346,282424,39770,242654,1195918,530953,664965,3271342,1448800,1822542,1614657,939128,675529,1638456,899665,738791,2791979,1518018,1273961,2095849,1061086,1034763,265551,142146,123405,52362,29404,22958,122768,61990,60778
2017,35,  İzmir,3922922,1952484,1970438,59658,10094,49564,344209,140411,203798,1049389,460746,588643,434777,260932,173845,456842,247502,209340,847317,457403,389914,631903,324282,307621,59459,30308,29151,14627,7930,6697,24741,12876,11865
2017,36,  Kars,254052,132043,122009,15856,2451,13405,33339,14931,18408,70902,34151,36751,35704,22617,13087,32447,18720,13727,38658,23945,14713,21909,12500,9409,1601,987,614,593,368,225,3043,1373,1670
2017,37,  Kastamonu,344282,169428,174854,20650,3533,17117,36148,13644,22504,113315,51834,61481,37881,20550,17331,36730,21306,15424,60346,36243,24103,34558,19677,14881,2602,1562,1040,690,418,272,1362,661,701
2017,38,  Kayseri,1233023,615672,617351,32518,3738,28780,127200,53676,73524,341695,144607,197088,150415,87436,62979,157042,87562,69480,247564,140543,107021,148745,83223,65522,13378,7644,5734,3005,1907,1098,11461,5336,6125
2017,39,  Kırklareli,332311,169797,162514,6715,1258,5457,22617,10087,12530,100185,44166,56019,39158,22587,16571,37597,20533,17064,77327,43785,33542,43442,24433,19009,3066,1767,1299,590,365,225,1614,816,798
2017,40,  Kırşehir,208530,103654,104876,7410,838,6572,19656,7803,11853,57577,24126,33451,21170,11885,9285,26940,14634,12306,45153,26124,19029,26253,15653,10600,1964,1261,703,627,425,202,1780,905,875
2017,41,  Kocaeli,1689898,854459,835439,38030,5341,32689,153860,67932,85928,409546,170448,239098,222857,122633,100224,222415,121060,101355,377691,223085,154606,232538,125797,106741,19420,11212,8208,3512,2103,1409,10029,4848,5181
2017,42,  Konya,1953131,964263,988868,45006,6131,38875,201382,82688,118694,644872,272856,372016,261346,145509,115837,222675,125470,97205,325297,185621,139676,211691,122065,89626,21330,13125,8205,5505,3604,1901,14027,7194,6833
2017,43,  Kütahya,524276,258047,266229,11542,2043,9499,52995,20363,32632,169764,67359,102405,63460,33506,29954,59990,33894,26096,101382,63491,37891,57472,32791,24681,4615,2875,1740,1156,765,391,1900,960,940
2017,44,  Malatya,711477,353051,358426,41284,6360,34924,73958,32031,41927,172934,74155,98779,75155,43649,31506,97248,54857,42391,146827,83374,63453,90435,50890,39545,7283,4490,2793,1728,1157,571,4625,2088,2537
2017,45,  Manisa,1289750,646955,642795,30701,4804,25897,131859,54192,77667,449686,203018,246668,167001,96518,70483,144674,81332,63342,215406,123087,92319,135848,75714,60134,8560,4936,3624,1654,1056,598,4361,2298,2063
2017,46,  Kahramanmaraş,991599,502076,489523,51160,8924,42236,126520,56065,70455,277544,126096,151448,135618,76021,59597,136740,77520,59220,156899,95214,61685,89466,51870,37596,7568,4951,2617,1463,1007,456,8621,4408,4213
2017,47,  Mardin,688965,344260,344705,59762,9960,49802,120334,49924,70410,176391,86463,89928,92108,52089,40019,83999,49037,34962,90732,57283,33449,52725,32825,19900,3473,2492,981,402,281,121,9039,3906,5133
2017,48,  Muğla,854596,437416,417180,14143,2324,11819,66674,29416,37258,260285,120119,140166,93605,56559,37046,95077,52553,42524,175195,97510,77685,129122,68001,61121,9620,5235,4385,2309,1383,926,8566,4316,4250
2017,49,  Muş,345151,175521,169630,27162,4349,22813,73726,30178,43548,92132,46614,45518,45520,27109,18411,40672,24707,15965,38620,25810,12810,22878,14521,8357,1478,1038,440,346,269,77,2617,926,1691
2017,50,  Nevşehir,263996,129616,134380,7977,794,7183,24052,10024,14028,82020,35528,46492,34011,18735,15276,33562,18435,15127,50485,28477,22008,27340,15071,12269,2064,1242,822,633,361,272,1852,949,903
2017,51,  Niğde,316993,157666,159327,11213,1187,10026,32634,13887,18747,98848,44949,53899,44949,25685,19264,39920,22084,17836,54980,30888,24092,29942,16308,13634,2466,1518,948,817,517,300,1224,643,581
2017,52,  Ordu,681500,340057,341443,42494,7672,34822,84718,32064,52654,190946,93977,96969,74379,41042,33337,87089,49199,37890,123266,72540,50726,68939,38159,30780,4494,2695,1799,1000,624,376,4175,2085,2090
2017,53,  Rize,305272,151883,153389,11114,1103,10011,30340,10200,20140,79298,36076,43222,33609,20026,13583,40363,21359,19004,67664,39353,28311,37773,20879,16894,2937,1707,1230,759,502,257,1415,678,737
2017,54,  Sakarya,888816,444416,444400,24907,3424,21483,76592,33702,42890,258875,110294,148581,106841,58141,48700,113796,63925,49871,191673,111021,80652,98837,54068,44769,8747,5232,3515,2270,1490,780,6278,3119,3159
2017,55,  Samsun,1189494,586311,603183,31025,5274,25751,144090,55509,88581,350716,162176,188540,141339,79588,61751,141784,77232,64552,215694,117695,97999,144482,77553,66929,11113,6303,4810,2739,1679,1060,6512,3302,3210
2017,56,  Siirt,277254,142125,135129,22377,3654,18723,51370,21092,30278,69060,33220,35840,38820,22930,15890,32039,18917,13122,36880,24845,12035,23367,15458,7909,1433,1085,348,372,287,85,1536,637,899
2017,57,  Sinop,191704,94911,96793,8487,1692,6795,20807,8269,12538,63914,29393,34521,23428,13192,10236,21288,12000,9288,29801,16825,12976,20866,11783,9083,1366,836,530,425,251,174,1322,670,652
2017,58,  Sivas,564589,282018,282571,30421,4411,26010,57338,24755,32583,150408,66509,83899,63853,35490,28363,72200,40302,31898,114204,67524,46680,63273,36224,27049,4964,3046,1918,1656,1018,638,6272,2739,3533
2017,59,  Tekirdağ,911814,468819,442995,14091,2577,11514,83496,36427,47069,249686,109795,139891,134931,76152,58779,113599,62796,50803,194407,115537,78870,106239,57108,49131,7944,4435,3509,1642,988,654,5779,3004,2775
2017,60,  Tokat,551830,273681,278149,16005,2917,13088,74038,28914,45124,165881,71827,94054,67066,36647,30419,69540,39337,30203,94163,55315,38848,57339,34073,23266,4336,2756,1580,1214,781,433,2248,1114,1134
2017,61,  Trabzon,717450,353545,363905,30580,3648,26932,74226,28313,45913,177650,79275,98375,66303,38146,28157,85863,47262,38601,168666,93741,74925,97836,54117,43719,8393,4840,3553,2579,1619,960,5354,2584,2770
2017,62,  Tunceli,76817,42850,33967,5074,882,4192,6088,2485,3603,15519,7581,7938,9103,6592,2511,7635,4417,3218,19315,12648,6667,12339,7239,5100,793,455,338,187,121,66,764,430,334
2017,63,  Şanlıurfa,1626715,814577,812138,139493,20521,118972,368323,149712,218611,442862,219397,223465,216732,142571,74161,186569,112942,73627,154736,98865,55871,98118,60332,37786,7297,5149,2148,1388,983,405,11197,4105,7092
2017,64,  Uşak,329341,162726,166615,7174,980,6194,33161,12655,20506,98407,43313,55094,48533,27247,21286,38389,21163,17226,62387,34557,27830,35402,19466,15936,2624,1556,1068,762,479,283,2502,1310,1192
2017,65,  Van,942658,479765,462893,62084,10479,51605,200641,79962,120679,250006,123862,126144,129637,84022,45615,112068,64711,47357,110921,69506,41415,65716,40922,24794,5155,3682,1473,1326,949,377,5104,1670,3434
2017,66,  Yozgat,377587,187715,189872,16594,2705,13889,42774,18684,24090,120603,51912,68691,42026,22399,19627,46526,26413,20113,65391,40102,25289,33412,20089,13323,2432,1618,814,605,383,222,7224,3410,3814
2017,67,  Zonguldak,552787,271865,280922,29701,3619,26082,49025,19289,29736,164080,70780,93300,63913,38568,25345,66026,36770,29256,112674,66892,45782,58941,31498,27443,4338,2385,1953,1097,634,463,2992,1430,1562
2017,68,  Aksaray,352847,174322,178525,15221,1861,13360,39253,17415,21838,109282,48664,60618,52461,29160,23301,43507,24250,19257,55144,31677,23467,30420,16915,13505,2648,1742,906,703,437,266,4208,2201,2007
2017,69,  Bayburt,73287,37376,35911,3488,404,3084,7101,3043,4058,18457,7909,10548,9182,4600,4582,8382,4950,3432,17540,10698,6842,7559,4838,2721,616,408,208,205,147,58,757,379,378
2017,70,  Karaman,222102,110688,111414,5189,837,4352,20641,9218,11423,69822,30400,39422,34082,18942,15140,27330,14510,12820,36874,20573,16301,23919,13757,10162,1783,1124,659,402,256,146,2060,1071,989
2017,71,  Kırıkkale,252704,126074,126630,8657,919,7738,21290,8538,12752,61586,23865,37721,25227,12603,12624,35852,19506,16346,65184,39485,25699,30708,18545,12163,2622,1756,866,514,364,150,1064,493,571
2017,72,  Batman,500691,250739,249952,30933,5128,25805,88948,35794,53154,121487,56356,65131,70990,39910,31080,66205,37458,28747,69819,44477,25342,44357,27180,17177,3140,2359,781,433,310,123,4379,1767,2612
2017,73,  Şırnak,424244,223411,200833,32993,5044,27949,81885,33976,47909,106699,54312,52387,62200,39403,22797,52885,29925,22960,50358,36274,14084,30575,21101,9474,1482,1132,350,202,156,46,4965,2088,2877
2017,74,  Bartın,180193,88712,91481,8048,1638,6410,19868,6883,12985,53071,24194,28877,28028,16155,11873,19948,10571,9377,30885,17806,13079,17445,9790,7655,1345,836,509,366,245,121,1189,594,595
2017,75,  Ardahan,88435,45868,42567,5677,881,4796,9044,4064,4980,26336,12454,13882,11198,6573,4625,12007,6963,5044,14691,9401,5290,7722,4608,3114,637,422,215,183,122,61,940,380,560
2017,76,  Iğdır,169111,87133,81978,12291,2018,10273,27794,12772,15022,41137,21769,19368,23321,14482,8839,22266,12393,9873,23859,13843,10016,14838,7975,6863,1029,665,364,221,162,59,2355,1054,1301
2017,77,  Yalova,218826,109117,109709,4569,681,3888,18107,7700,10407,56149,23801,32348,23030,13144,9886,28949,15635,13314,50067,27374,22693,31652,17339,14313,2829,1631,1198,535,366,169,2939,1446,1493
2017,78,  Karabük,223438,111669,111769,10401,1480,8921,17714,6977,10737,58036,25171,32865,22341,12307,10034,25943,14485,11458,55309,31687,23622,29944,17281,12663,2289,1395,894,734,528,206,727,358,369
2017,79,  Kilis,119222,60516,58706,4822,963,3859,15106,6680,8426,30309,14391,15918,20189,10997,9192,15807,8839,6968,19100,10495,8605,11062,6605,4457,741,495,246,222,151,71,1864,900,964
2017,80,  Osmaniye,471232,237425,233807,23508,3739,19769,51436,23597,27839,121614,53576,68038,53487,30942,22545,66775,37610,29165,91540,52157,39383,53882,30756,23126,3307,2155,1152,447,282,165,5236,2611,2625
2017,81,  Düzce,342414,170717,171697,10732,1562,9170,32999,13025,19974,94595,41121,53474,47282,26744,20538,41365,22656,18709,71631,41574,30057,38116,20825,17291,2870,1665,1205,881,582,299,1943,963,980
2018,,  Türkiye,73105193,36593412,36511781,2198088,325551,1872537,7739232,3250584,4488648,18282367,8037156,10245211,8832635,5067482,3765153,9725445,5326551,4398894,14785993,8380125,6405868,9754499,5235988,4518511,989432,559339,430093,207082,122812,84270,590420,287824,302596
2018,1,  Adana,1983204,985822,997382,69416,10489,58927,225989,97218,128771,482828,213879,268949,233511,139156,94355,276736,149332,127404,410691,225147,185544,245469,129735,115734,21637,12095,9542,3992,2296,1696,12935,6475,6460
2018,2,  Adıyaman,547895,275511,272384,33580,5298,28282,67705,31051,36654,131601,59729,71872,75623,41401,34222,80366,44890,35476,94520,55415,39105,57219,33153,24066,3991,2824,1167,769,526,243,2521,1224,1297
2018,3,  Afyonkarahisar,653758,323046,330712,16772,1851,14921,65401,26465,38936,204244,84440,119804,88582,48301,40281,85020,48375,36645,118642,70405,48237,63534,36474,27060,5831,3566,2265,1291,860,431,4441,2309,2132
2018,4,  Ağrı,458433,239431,219002,32604,5092,27512,92427,40297,52130,119521,60895,58626,53354,37304,16050,74920,42259,32661,49207,32394,16813,29596,17758,11838,1740,1271,469,353,240,113,4711,1921,2790
2018,5,  Amasya,309995,155594,154401,9370,1551,7819,28719,11693,17026,89707,38134,51573,34493,18138,16355,38872,20972,17900,63546,37648,25898,40111,24325,15786,3108,2077,1031,571,339,232,1498,717,781
2018,6,  Ankara,4914974,2431501,2483473,89941,10678,79263,382490,169062,213428,1003574,407936,595638,428692,235916,192776,612567,329044,283523,1209863,651766,558097,974756,513689,461067,140171,75521,64650,33831,19004,14827,39089,18885,20204
2018,7,  Antalya,2141812,1084726,1057086,23081,3497,19584,207984,86634,121350,532280,239762,292518,255012,144741,110271,270902,148381,122521,471787,263261,208526,321905,167582,154323,26400,14317,12083,5112,3031,2081,27349,13520,13829
2018,8,  Artvin,161971,81721,80250,5276,728,4548,13254,4881,8373,40899,15952,24947,15914,9283,6631,20899,11659,9240,41198,25086,16112,21978,12698,9280,1495,927,568,360,233,127,698,274,424
2018,9,  Aydın,1005610,499565,506045,19070,3002,16068,97174,38662,58512,294277,132878,161399,123669,71394,52275,120416,65970,54446,195605,105319,90286,133656,70630,63026,10649,5920,4729,2268,1347,921,8826,4443,4383
2018,10,  Balıkesir,1137401,567286,570115,23303,4335,18968,96399,40287,56112,349594,148431,201163,118607,67148,51459,134258,73254,61004,236740,134314,102426,155825,86875,68950,11484,6741,4743,2124,1331,793,9067,4570,4497
2018,11,  Bilecik,203348,106559,96789,3633,592,3041,14084,6242,7842,56522,23039,33483,24586,14349,10237,25903,14719,11184,49403,30283,19120,26092,15513,10579,1836,1114,722,398,246,152,891,462,429
2018,12,  Bingöl,249147,126974,122173,15992,2852,13140,35082,14282,20800,53881,24905,28976,35934,20355,15579,33391,18386,15005,45902,27967,17935,25423,15917,9506,1854,1374,480,404,294,110,1284,642,642
2018,13,  Bitlis,301438,157163,144275,17579,2742,14837,51172,20694,30478,69882,32644,37238,42723,25127,17596,47269,26963,20306,42355,29057,13298,27416,18136,9280,1622,1188,434,356,242,114,1064,370,694
